name,license,license_date,vet,tel,address,service
腳印動物醫院,開業執照：府農畜字第1030071411號,發照日期：2014-05-08,負責獸醫師(佐)：卓玟伶,聯絡電話：,地     址：宜蘭縣羅東鎮純精路一段25號,營業項目：動物醫療相關
葛瑞斯動物醫院,開業執照：南市獸開字第111號,發照日期：2008-04-03,負責獸醫師(佐)：王國丞,聯絡電話：062820706,地     址：台南市北區大武街393號,營業項目：一般內科、外科
葛瑞斯動物醫院—官田分院,開業執照：南市獸開字第200號,發照日期：2022-05-12,負責獸醫師(佐)：洪紹謙,聯絡電話：06-5795182,地     址：臺南市官田區拔子林83-19號,營業項目：一般內科、外科
葆生動物醫院,開業執照：中市獸醫開字第105216號,發照日期：2017-12-14,負責獸醫師(佐)：羅信偉,聯絡電話：04-25340683,地     址：臺中市潭子區圓通南路268號,營業項目：不分科
裕成動物醫院,開業執照：嘉府獸師開字第65號,發照日期：2023-04-06,負責獸醫師(佐)：許江蘇,聯絡電話：0933712522,地     址：嘉義縣民雄鄉豐收村好收199號,營業項目：經濟動物
裕發家畜醫院,開業執照：府建農字第16號,發照日期：1996-05-01,負責獸醫師(佐)：謝添丁,聯絡電話：05-2254018,地     址：嘉義市民樂街122巷2號,營業項目：內外產科、皮膚科
裕源動物醫院,開業執照：中市獸醫開字第105099號,發照日期：2017-03-07,負責獸醫師(佐)：蕭彰政,聯絡電話：04-23717741,地     址：臺中市西區五權路2-199號,營業項目：小動物內外產科皮膚科泌尿科等
誠恩動物醫院,開業執照：北縣獸醫業字第160號,發照日期：2004-01-16,負責獸醫師(佐)：謝其焜,聯絡電話：29101354,地     址：新店區民族路三二號,營業項目：醫療諮詢寄宿
誠浩動物醫院,開業執照：雲診字第85號,發照日期：2010-11-19,負責獸醫師(佐)：周鉦浩,聯絡電話：05-5966561,地     址：雲林縣斗南鎮西歧里建國一路55號,營業項目：一般疾病診療
詹姆斯動物醫院,開業執照：南市獸開字第117號,發照日期：2010-06-18,負責獸醫師(佐)：李芝頴,聯絡電話：06-2504034,地     址：台南市南門路179-4號,"營業項目：小動物一般內外科,骨科,產科"
詹動物醫院,開業執照：彰府農畜師字第63號,發照日期：2001-06-21,負責獸醫師(佐)：林銘信,聯絡電話：,地     址：永靖鄉中山路一段837號,營業項目：
資順成家畜診所,開業執照：雲診字第112號,發照日期：2025-08-27,負責獸醫師(佐)：何俊利,聯絡電話：05-5952717,地     址：雲林縣斗南鎮北辰二街93號,營業項目：動物疾病診療
路加動物醫院,開業執照：北市獸業字第620號,發照日期：2024-09-05,負責獸醫師(佐)：吳柏漢,聯絡電話：02-55852108,地     址：臺北市文山區興隆路2段187號1樓,營業項目：內科、外科、產科
路竹動物醫院,開業執照：高縣獸醫開字第129號,發照日期：2000-07-29,負責獸醫師(佐)：郭振明,聯絡電話：07-6960771,地     址：高雄市路竹區中山路468號,營業項目：動物診療
路米動物醫院,開業執照：北市獸業字第515號,發照日期：2024-07-22,負責獸醫師(佐)：許國軒,聯絡電話：02-25163328,地     址：臺北市中山區建國北路2段89號1樓,營業項目：疫苗注射、內科、外科、眼科、神經科、腫瘤科
農友之家動物醫院,開業執照：彰府農防師開字第82號,發照日期：2004-12-28,負責獸醫師(佐)：吳進鄉,聯絡電話：04-8321267,地     址：彰化縣員林市仁美里育英路113號,營業項目：家畜、家禽診療
農友家畜醫院,開業執照：彰府農防師開字第69號,發照日期：2002-06-14,負責獸醫師(佐)：蕭錫鍠,聯絡電話：04-8374203,地     址：彰化縣員林市育英路125號,營業項目：動物疾病診斷治療
農家堡動物診所,開業執照：彰府農防師開字第153號,發照日期：2018-09-26,負責獸醫師(佐)：蘇慶華,聯絡電話：,地     址：彰化縣二林鎮中西里中三路3-2號,營業項目：動物一般疾病診療
運擎獸醫診所,開業執照：彰府農防師開字第130號,發照日期：2013-08-13,負責獸醫師(佐)：傅慤風,聯絡電話：0932-213301,地     址：彰化縣埤頭鄉平原村華泰一街18號,營業項目：家畜.家禽疾病診療
達仁動物醫院,開業執照：北市獸業字第365號,發照日期：2007-04-19,負責獸醫師(佐)：蔡依達,聯絡電話：29371558,地     址：臺北市文山區木柵路2段133號1樓,營業項目：動物醫療
達特朗動物醫院,開業執照：投府農獸師開字第1號,發照日期：2024-11-12,負責獸醫師(佐)：林義朗,聯絡電話：0492200605,地     址：南投縣南投市祖祠路75號,營業項目：小動物內外科診療、動物住院等
達特馬動物醫院,開業執照：桃獸師開執字第233號,發照日期：2012-10-25,負責獸醫師(佐)：馬維賢,聯絡電話：03-2288884,地     址：桃園市桃園區國際路一段1168號,營業項目：動物診療
達特動物醫院,開業執照：高市獸師開字第413號,發照日期：2025-04-21,負責獸醫師(佐)：郭權德,聯絡電話：07-7923570,地     址：高雄市鳳山區過勇路270號,營業項目：動物診療、動物住院
達特蘇動物醫院,開業執照：新北獸醫業字第383號,發照日期：2019-05-28,負責獸醫師(佐)：蘇信豪,聯絡電話：02-26087725,地     址：新北市林口區南勢街322號,營業項目：寵物醫療
達達動物醫院,開業執照：新北獸醫業字第359號,發照日期：2016-03-15,負責獸醫師(佐)：陳桂蓉,聯絡電話：02-26268818,地     址：新北市淡水區中山北路1段207巷37弄7號1樓,營業項目：內科、外科
達爾文動物醫院,開業執照：中市獸醫開字第105229號,發照日期：2017-12-19,負責獸醫師(佐)：紀毓軒,聯絡電話：04-23262759,地     址：臺中市西區博館路157號,營業項目：非犬貓寵物醫療
遇見貓專科醫院,開業執照：高市獸師開字第335號,發照日期：2019-02-23,負責獸醫師(佐)：陳怡銓,聯絡電話：07-5222800,地     址：高雄市鼓山區中華一路317巷15號一樓、二樓,營業項目：動物診療、動物住院
頑皮動物醫院,開業執照：新北獸醫業字第368號,發照日期：2024-05-30,負責獸醫師(佐)：王譽學,聯絡電話：02-28573578,地     址：新北市三重區三賢街197號,營業項目：動物醫療、內、外科、骨科
鼎山動物醫院,開業執照：高市建獸醫字第107號,發照日期：1994-03-26,負責獸醫師(佐)：陳全城,聯絡電話：07-3831359,地     址：高雄市三民區鼎山街466號,營業項目：內外產科、骨科
鈺德家畜醫院,開業執照：屏獸開字第22號,發照日期：1997-08-12,負責獸醫師(佐)：江梅正,聯絡電話：08-7380952,地     址：長治鄉新潭村(巷)26-1號,營業項目：家畜疾病之診療與防治
嘉仁動物醫院,開業執照：高市建獸醫字第102號,發照日期：1993-11-10,負責獸醫師(佐)：王俊益,聯絡電話：07-5876094,地     址：高雄市鼓山區九如四路1658號,營業項目：內外產科、骨科
嘉貝動物醫院,開業執照：新北獸醫業字第421號,發照日期：2022-02-25,負責獸醫師(佐)：林艾德,聯絡電話：8521-9838,地     址：新北市新莊區昌和街65號,營業項目：犬貓醫療
嘉保動物醫院,開業執照：嘉府獸師開字第45號,發照日期：2017-10-19,負責獸醫師(佐)：陳小萍,聯絡電話：05-2385580,地     址：嘉義縣太保市北港路2段250之10號,營業項目：寵物
嘉恩動物醫院,開業執照：中市獸醫開字第105214號,發照日期：2017-12-14,負責獸醫師(佐)：陳嘉雄,聯絡電話：04-23311118,地     址：臺中市霧峰區林森路768-1號,營業項目：內科
嘉陞動物醫院,開業執照：南市獸開字第48號,發照日期：1996-06-05,負責獸醫師(佐)：陳泰安,聯絡電話：06-2240867,地     址：台南市永華路100號,營業項目：內外產科、骨科、皮膚科
嘉基動物診所,開業執照：中市獸醫開字第105170號,發照日期：2017-08-30,負責獸醫師(佐)：陳均宏,聯絡電話：04-22772847,地     址：臺中市太平區宜昌路217號,營業項目：內科、外科、產科、皮膚科
嘉惠動物醫院,開業執照：屏獸開字第40號,發照日期：1998-05-14,負責獸醫師(佐)：黃嘉榮,聯絡電話：08-7755686,地     址：屏東縣里港鄉里港路133號,營業項目：小動物疾病診治
嘉棋動物醫院,開業執照：北縣獸醫業字第196號,發照日期：2005-09-12,負責獸醫師(佐)：廖家慧,聯絡電話：89662551,地     址：新北市板橋區四川路二段115號,營業項目：內外科
嘉翔動物醫院,開業執照：高市獸師開字第202號,發照日期：2005-07-06,負責獸醫師(佐)：佘家文,聯絡電話：07-3485620,地     址：高雄市左營區自由四路35號,營業項目：醫療
嘉陽動物醫院,開業執照：投府農畜師開字第23號,發照日期：2006-02-08,負責獸醫師(佐)：楊為杰,聯絡電話：049-2997320,地     址：南投縣埔里鎮北澤街62號,營業項目：獸醫診療
嘉德動物醫院,開業執照：北縣獸醫業字第49號,發照日期：1994-10-29,負責獸醫師(佐)：盧安國,聯絡電話：02-26934809,地     址：汐止區福德一路二0六巷一號一樓,營業項目：內外科、皮膚科
嘉慶動物醫院,開業執照：北市獸業字第326號,發照日期：2020-05-14,負責獸醫師(佐)：黃泓康,聯絡電話：02-87879121,地     址：臺北市松山區八德路4段214-1號1樓,營業項目：內外產科
嘉慶動物醫院,開業執照：屏獸開字第6號,發照日期：2006-04-07,負責獸醫師(佐)：黃順興,聯絡電話：7532605,地     址：屏東市復興南路一段100號,營業項目：小動物診療
嘉樂動物醫院,開業執照：嘉市獸開字第88號,發照日期：2012-01-04,負責獸醫師(佐)：陳信璋,聯絡電話：0987772713,地     址：嘉義市民族路67號,營業項目：動物內、外科治療
嘉興動物醫院,開業執照：新北獸醫業字第417號,發照日期：2022-01-04,負責獸醫師(佐)：蕭家文,聯絡電話：2986-0239,地     址：新北市三重區忠孝路1段24號,營業項目：小動物內外科診療
嘉興獸醫院,開業執照：桃獸佐開執字第42號,發照日期：1997-12-08,負責獸醫師(佐)：許時嘉,聯絡電話：03-4820808,地     址：桃園市楊梅區中山北路二段382號,營業項目：動物診療
嘉鴻動物診所,開業執照：雲診字第103號,發照日期：2021-08-06,負責獸醫師(佐)：陳育津,聯絡電話：05-5874038,地     址：雲林縣西螺鎮興農西路128號之1,營業項目：經濟動物醫療、動物看診、給藥、包紮治療、相關用品與食品販售
嘉寵動物醫院,開業執照：北市獸業字第623號,發照日期：2024-10-24,負責獸醫師(佐)：詹博皓,聯絡電話：0983716625,地     址：臺北市南港區忠孝東路5段982號1樓,營業項目：一般動物診療事務、施打犬貓疫苗、晶片及登記
嘉獸家畜醫院,開業執照：南市獸開字第5號,發照日期：,負責獸醫師(佐)：蔡禕祜,聯絡電話：06-2217545,地     址：台南市中西區府前路一段200號,營業項目：動物內、外科，家畜診斷
寧鑫動物醫院,開業執照：嘉府獸師開字第54號,發照日期：2017-09-26,負責獸醫師(佐)：吳通本,聯絡電話：05-2611993,地     址：嘉義縣竹崎鄉竹崎村16鄰中華路70號,營業項目：寵物、經濟動物
榮安家畜診所,開業執照：八五府建農字第4號,發照日期：1996-04-17,負責獸醫師(佐)：郭川良,聯絡電話：05-2224993,地     址：嘉義市大街里民樂街166號,營業項目：各種家畜疾病診療
榮源家畜醫院,開業執照：苗獸開字第2號,發照日期：2018-08-16,負責獸醫師(佐)：魏榮源,聯絡電話：037-321185,地     址：苗栗縣苗栗市中山路593號,營業項目：門診及住院診療
榮興獸醫院,開業執照：桃獸師開執字第29號,發照日期：2019-09-26,負責獸醫師(佐)：林榮勇,聯絡電話：4773992,地     址：桃園市新屋區中華路177號,營業項目：內外產科
漂亮寶貝動物醫院,開業執照：中市獸醫開字第105049號,發照日期：2017-01-25,負責獸醫師(佐)：蔡百欽,聯絡電話：04-26238800,地     址：臺中市清水區中山路127-3號,營業項目：一般內、外、產科
瑪利亞動物醫院,開業執照：南縣獸師診開字第164號,發照日期：2005-01-11,負責獸醫師(佐)：胡文祥,聯絡電話：066832376,地     址：台南市白河區中山路1之16號,營業項目：動物疾病診斷治療
瑪雅動物醫院,開業執照：北縣獸醫業字第211號,發照日期：2020-07-16,負責獸醫師(佐)：詹朝棟,聯絡電話：89211948,地     址：新北市永和區中和路333號1樓,營業項目：一般小動物內外科
碩恩動物醫院,開業執照：中市獸醫開字第105179號,發照日期：2017-09-29,負責獸醫師(佐)：韓碩恩,聯絡電話：04-22626296,地     址：臺中市南區德祥街72號,營業項目：犬貓內外科、鼠、兔
碩聯動物醫院,開業執照：北市獸業字第452號,發照日期：2019-08-26,負責獸醫師(佐)：邱榮鐸,聯絡電話：02-27366549,地     址：臺北市大安區復興南路2段342-1號1樓,營業項目：動物診療
福來(Fly)動物醫院,開業執照：彰府農防師開字第111號,發照日期：2011-04-08,負責獸醫師(佐)：吳文祥,聯絡電話：048-316393,地     址：彰化縣員林鎮浮圳路2段352之1號,營業項目：小動物內 外 產 骨科診療醫療
福林動物醫院,開業執照：北縣獸醫業字第216號,發照日期：2006-10-16,負責獸醫師(佐)：葉銘松,聯絡電話：29218867,地     址：新北市中和區中安街230號1、2樓,營業項目：小動物內外科、骨科、皮膚科
福泰家畜診所,開業執照：雲診字第12號,發照日期：1996-08-26,負責獸醫師(佐)：黃光山,聯絡電話：05-6931761,地     址：雲林縣麥寮鄉麥豐村明德街58號,營業項目：
福泰動物醫院,開業執照：新北獸醫業字第446號,發照日期：2023-07-24,負責獸醫師(佐)：彭明發,聯絡電話：2900-0717,地     址：新北市泰山區福興街26號1樓,營業項目：小動物內外科
福康動物診所,開業執照：東府獸師開字第21號,發照日期：2020-01-31,負責獸醫師(佐)：黃復華,聯絡電話：089-330024,地     址：臺東縣臺東市正氣北路339巷51弄22號,營業項目：寵物、經濟動物
福壽家畜醫院,開業執照：高縣獸醫開字第32號,發照日期：2000-12-15,負責獸醫師(佐)：鄭賢義,聯絡電話：07-6262959,地     址：高雄市岡山區正言街68號,營業項目：動物診療
福爾摩莎動物醫院,開業執照：屏獸開字第61號,發照日期：2001-07-30,負責獸醫師(佐)：林坤輝,聯絡電話：087782018,地     址：屏東縣內埔鄉光明路525-1號,營業項目：一般動物診療
福德獸醫院,開業執照：北縣獸醫業字第109號,發照日期：2001-02-16,負責獸醫師(佐)：段輝煌,聯絡電話：22739256,地     址：土城區中央路一段228號1樓,營業項目：內外產科
福樂動物醫院,開業執照：中市獸醫開字第105172號,發照日期：2023-06-07,負責獸醫師(佐)：郭育霖,聯絡電話：04-23207030,地     址：臺中市西屯區大隆路149號,營業項目：內、外、產科
福懋動物醫院,開業執照：中市獸醫開字第105175號,發照日期：2017-09-13,負責獸醫師(佐)：宋昌懋,聯絡電話：04-25220909,地     址：臺中市豐原區圓環西路69號,營業項目：內外產科、預防注射
福臨動物醫院,開業執照：北市獸業字第208號,發照日期：2004-03-30,負責獸醫師(佐)：江仁中,聯絡電話：02-28836500,地     址：臺北市中山北路5段519號1樓及B1,營業項目：小動物內、外、產科診療
種籽動物醫院,開業執照：新北獸醫業字第453號,發照日期：2023-11-28,負責獸醫師(佐)：林漢軒,聯絡電話：8687-1162,地     址：新北市板橋區篤行路2段76號,營業項目：小動物內外科、眼科
窩心動物醫院,開業執照：高市獸師開字第355號,發照日期：2020-08-12,負責獸醫師(佐)：周天凱,聯絡電話：07-5508408,地     址：高雄市左營區忠言路117號,營業項目：動物診療、動物住院
窩窩兔動物醫院,開業執照：高市獸師開字第362號,發照日期：2021-04-13,負責獸醫師(佐)：吳靜綺,聯絡電話：07-7130300,地     址：高雄市苓雅區建民路67號,營業項目：動物診療、動物住院
綠光動物醫院,開業執照：桃獸佐開執字第113號,發照日期：2018-08-17,負責獸醫師(佐)：張志新,聯絡電話：03-3311198,地     址：桃園市桃園區民族路250號,營業項目：內科、外科
綠洲動物醫院,開業執照：北市獸業字第589號,發照日期：2022-04-26,負責獸醫師(佐)：王兆中,聯絡電話：02-23912220,地     址：臺北市中正區北平東路16號1樓,營業項目：動物醫療：內科、外科、牙科、腫瘤科、心臟科、檢驗科
綠崧動物醫院,開業執照：桃獸師開執字第232號,發照日期：,負責獸醫師(佐)：胡宏文,聯絡電話：4653266,地     址：桃園市中壢區環中東路2段112號,營業項目：動物診療
綠野動物醫院,開業執照：新北獸醫業字第431號,發照日期：2022-12-26,負責獸醫師(佐)：李思齊,聯絡電話：02-29468818,地     址：新北市中和區景平路335-1號,營業項目：獸醫診療
綠樁動物醫院,開業執照：府農漁開字第36號,發照日期：2014-03-20,負責獸醫師(佐)：陳音竹,聯絡電話：03-8360850,地     址：花蓮縣花蓮市明禮路71-10號,營業項目：內外科、骨科、腫瘤科、重症看護
維尼動物醫院,開業執照：桃獸師開執字第273號,發照日期：2019-01-28,負責獸醫師(佐)：吳天惇,聯絡電話：03-3659250,地     址：桃園市八德區介壽路2段1091號,營業項目：犬貓內外科診療
維安動物醫院,開業執照：北府畜醫業字第123號,發照日期：1994-06-13,負責獸醫師(佐)：李政道,聯絡電話：02-22597648,地     址：板橋區四維路174-3號,營業項目：內外產科、骨科
維托邦動物醫院,開業執照：北市獸業字第631號,發照日期：2025-07-07,負責獸醫師(佐)：黃怡雯,聯絡電話：02-2703-0206,地     址：臺北市大安區信義路4段199巷28號1樓,營業項目：疫苗施打、基本健康檢查（無影像學）
維拉動物醫院,開業執照：北市獸業字第110號,發照日期：,負責獸醫師(佐)：賴哲銳,聯絡電話：02-29333872,地     址：台北市興隆路一段94號,營業項目：骨、內、外、產科診療
維倫斯動物醫院,開業執照：宜府農畜字第1070066548號,發照日期：2018-05-21,負責獸醫師(佐)：林雍翔,聯絡電話：03-9353550,地     址：宜蘭縣宜蘭市中山路三段157號,營業項目：犬貓醫療及住院
維恩動物醫院,開業執照：北市獸業字第448號,發照日期：2012-05-08,負責獸醫師(佐)：蔡岳群,聯絡電話：02-26515527,地     址：臺北市南港區東新街132號1樓,營業項目：內科、外科、產科
維特動物醫院,開業執照：桃獸師開執字第281號,發照日期：2021-04-01,負責獸醫師(佐)：宋孟晉,聯絡電話：03-2875484,地     址：桃園市大園區大成路二段51號,營業項目：內科、外科、中獸醫科、影像醫學、預防保健
維納斯動物醫院,開業執照：新北獸醫業字第434號,發照日期：2023-02-24,負責獸醫師(佐)：鄧寶蓁,聯絡電話：29649250,地     址：新北市板橋區忠孝路203號,營業項目：犬貓內外各科
維康動物診所,開業執照：新北獸醫業字第390號,發照日期：2019-12-20,負責獸醫師(佐)：鄭淞清,聯絡電話：02-26283506,地     址：新北市淡水區新春街85巷8號,營業項目：小動物內外科
維康動物醫院,開業執照：高市獸師開字第230號,發照日期：2008-03-13,負責獸醫師(佐)：洪明仁,聯絡電話：07-3480208,地     址：高雄市左營區新庄仔路233-4號,營業項目：內、外科
維康動物醫院,開業執照：北市獸業字第405號,發照日期：2010-05-27,負責獸醫師(佐)：林念儀,聯絡電話：27937293,地     址：臺北市內湖區成功路3段150號1樓,營業項目：內、外科、急診
維新動物醫院,開業執照：屏獸開字第15號,發照日期：2005-09-19,負責獸醫師(佐)：余俊彥,聯絡電話：087622650,地     址：屏東縣鹽埔鄉新二村維新路21巷36號,營業項目：動物疾病診治
維樂動物醫院,開業執照：桃獸師開執字第305號,發照日期：2023-04-28,負責獸醫師(佐)：徐子皓,聯絡電話：03-4836997,地     址：桃園市觀音區新生路1521號,營業項目：犬貓診療、一般內外科、疫苗注射
維醫動物醫院,開業執照：嘉府獸師開字第74號,發照日期：2017-09-26,負責獸醫師(佐)：蔡滎陽,聯絡電話：05-2216160,地     址：嘉義縣民雄鄉建國路二段148-6號,營業項目：寵物、經濟動物、水生動物
臺大健弘動物醫院,開業執照：新北獸醫業字第338號,發照日期：2014-07-14,負責獸醫師(佐)：賴采彤,聯絡電話：2608-6997,地     址：新北市林口區民族路6號,營業項目：犬貓看診與絕育
臺大興安動物醫院,開業執照：基市獸開字第32號,發照日期：2020-06-15,負責獸醫師(佐)：林家興,聯絡電話：02-24250231,地     址：基隆市信義區信二路43號1樓,營業項目：犬貓一般內外科
艋舺動物醫院,開業執照：北市獸業字第453號,發照日期：2012-11-13,負責獸醫師(佐)：劉均凱,聯絡電話：23010365,地     址：臺北市萬華區萬大路365號1樓,營業項目：一般內外科
蓋亞野生動物專科醫院,開業執照：高市獸師開字第275號,發照日期：2017-12-15,負責獸醫師(佐)：黃猷翔,聯絡電話：07-3929353,地     址：高雄市三民區建工路611號,營業項目：非犬貓寵物醫療
蓋荳動物醫院,開業執照：中市獸醫開字第113017號,發照日期：2024-11-14,負責獸醫師(佐)：杜易儒,聯絡電話：04-37069837,地     址：臺中市西屯區福雅路128巷20號,營業項目：犬貓一般門診、外科、內科及影像科
豪斯動物醫院,開業執照：南市獸開字第119號,發照日期：2010-09-23,負責獸醫師(佐)：黃少谷,聯絡電話：06-3581999,地     址：臺南市中西區成功路387號,營業項目：小動物診療
賓士貓醫院,開業執照：屏獸開字第142號,發照日期：2022-04-28,負責獸醫師(佐)：遲婷憶,聯絡電話：08-7320608,地     址：屏東縣屏東市中正路4號,營業項目：動物診療
遠見動物醫院,開業執照：北市獸業字第597號,發照日期：2023-02-09,負責獸醫師(佐)：魏立寧,聯絡電話：02-23775388,地     址：臺北市大安區和平東路2段68號1樓,營業項目：動物臨床診療
遠東動物醫院,開業執照：南市獸開字第154號,發照日期：2016-01-19,負責獸醫師(佐)：周曉涵,聯絡電話：06-2593495,地     址：臺南市北區臨安路二段179號,營業項目：疫苗注射、內外科、產科、絕育手術、健康檢查、寵物登記
酷比動物醫院,開業執照：南市獸開字第195號,發照日期：2021-10-05,負責獸醫師(佐)：邱冠榮,聯絡電話：06-2361058,地     址：臺南市南區夏林路210號,營業項目：犬貓兔內外科、心臟科、腫瘤科、影像科、皮膚科
酷牛動物醫院,開業執照：彰府農防師開字第132號,發照日期：2015-08-21,負責獸醫師(佐)：蔡哲宇,聯絡電話：,地     址：彰化縣福興鄉新生路73-17號,營業項目：經濟動物內科.外科.產科.繁殖障礙及預防注射
銀星動物醫院,開業執照：高市建獸醫字第134號,發照日期：1995-09-20,負責獸醫師(佐)：郭建男,聯絡電話：07-2914478,地     址：高雄市前金區成功一路319號,營業項目：內外產科
銀晨寵物醫院,開業執照：新北獸醫業字第471號,發照日期：2025-08-19,負責獸醫師(佐)：林家瑋,聯絡電話：02-3233-0187,地     址：新北市永和區永平路286號,營業項目：動物診療、一般內外科、中獸醫
銅鑼元宏獸醫診所,開業執照：苗縣獸師開字第101036號,發照日期：2012-11-19,負責獸醫師(佐)：李元貴,聯絡電話：037-981328,地     址：苗栗縣銅鑼鄉銅鑼村9鄰郵電街13號,營業項目：獸病診療業務
銘德動物醫院,開業執照：北縣獸醫業字第205號,發照日期：2006-03-16,負責獸醫師(佐)：吳銘宏,聯絡電話：2204-3333,地     址：新北市新莊區後港一路14號,營業項目：內科、外科、皮膚科、產科
銓安動物醫院,開業執照：嘉府獸師開字第22號,發照日期：2019-04-10,負責獸醫師(佐)：陳博裕,聯絡電話：0931-909216,地     址：嘉義縣番路鄉番路村1鄰坑底20號,營業項目：經濟動物
領航動物醫院,開業執照：桃獸師開執字第271號,發照日期：2018-09-28,負責獸醫師(佐)：林祐瑋,聯絡電話：03-4222068,地     址：桃園市中壢區領航南路一段168號,營業項目：小動物醫療
鳳屏動物醫院,開業執照：高縣獸醫開字第220號,發照日期：2002-03-07,負責獸醫師(佐)：吳昆和,聯絡電話：07-7018987,地     址：高雄市大寮區中莊里鳳屏一路658號,營業項目：內、外科
鼻爾動物醫院,開業執照：竹縣字第35號,發照日期：2020-12-29,負責獸醫師(佐)：黃詩婷,聯絡電話：0975515756,地     址：新竹縣竹北市博愛街448號,營業項目：小動物檢驗、診斷、治療、住院
齊恩動物醫院,開業執照：府建農字第78號,發照日期：2005-05-06,負責獸醫師(佐)：杜雪華,聯絡電話：,地     址：嘉義市興業東路18號,營業項目：動物醫療
劉動物醫院,開業執照：北市獸業字第266號,發照日期：1997-01-28,負責獸醫師(佐)：劉信良,聯絡電話：02-28365679,地     址：臺北市士林區士東路298號1樓,營業項目：內、外產科診療
劉獸醫院,開業執照：南縣獸師診開字第145號,發照日期：1999-05-26,負責獸醫師(佐)：劉天送,聯絡電話：06-2704638,地     址：台南市仁德區後壁村中正路二段215號,營業項目：家畜禽疾病診斷、治療
劉獸醫院,開業執照：宜縣獸業字第4號,發照日期：,負責獸醫師(佐)：劉興國,聯絡電話：039-550003,地     址：宜蘭縣羅東鎮義和里中正路21-1號,營業項目：內外科
劍橋動物醫院,開業執照：中市獸醫開字第105025號,發照日期：2017-01-19,負責獸醫師(佐)：陳斾儒,聯絡電話：04-23275346,地     址：臺中市南屯區大墩十三街6號及8號,營業項目：小動物醫療(犬貓)
劍橋動物醫院,開業執照：北市獸業字第319號,發照日期：,負責獸醫師(佐)：翁浚岳,聯絡電話：02-28721398,地     址：臺北市北投區石牌路2段332-1號,營業項目：內外產科診療
劍橋動物醫院北屯分院,開業執照：中市獸醫開字第105141號,發照日期：2017-04-26,負責獸醫師(佐)：鄭代乾,聯絡電話：04-22916546,地     址：臺中市北區文心路四段190-2號,營業項目：小動物醫療
增安動物醫院,開業執照：北縣獸醫業字第96號,發照日期：2000-05-23,負責獸醫師(佐)：劉明鑫,聯絡電話：02-82850255,地     址：蘆洲區中山一路一六九號,營業項目：內外產科、骨科、皮膚科
廣林動物醫院,開業執照：嘉府獸師開字第21號,發照日期：2017-11-10,負責獸醫師(佐)：林清合,聯絡電話：0932832161,地     址：嘉義縣太保市中山路1段586巷1-5號,營業項目：經濟動物
廣喬動物醫院,開業執照：桃獸師開執字第234號,發照日期：,負責獸醫師(佐)：朱富程,聯絡電話：03-3411700,地     址：桃園市桃園區大興西路二段261號,營業項目：寵物醫院
廣慈動物醫院,開業執照：北市獸業字第398號,發照日期：2010-04-06,負責獸醫師(佐)：張坤銘,聯絡電話：02-25044236,地     址：臺北市中山區錦州街371號1樓,營業項目：內、外產科診療
廣慈動物醫院,開業執照：南市獸開字第85號,發照日期：2000-09-11,負責獸醫師(佐)：林昆逸,聯絡電話：06-2288126,地     址：台南市府前路二段199號,營業項目：小動物疾病診療
廣福動物醫院,開業執照：新北獸醫業字第320號,發照日期：2013-03-08,負責獸醫師(佐)：張譽耀,聯絡電話：02-89836095,地     址：新北市三重區自強路1段197號1樓,營業項目：小動物內外科
德心動物醫院,開業執照：北市獸業字第513號,發照日期：2016-08-04,負責獸醫師(佐)：林至凱,聯絡電話：25045355,地     址：臺北市中山區八德路2段121號,營業項目：動物診療
德生動物醫院,開業執照：九三府農畜字第21935號,發照日期：2004-02-24,負責獸醫師(佐)：江彥德,聯絡電話：039312162,地     址：宜蘭市大東里新民路六十八號,營業項目：內科、外科、產科
德安動物醫院,開業執照：北市獸業字第173號,發照日期：1991-11-25,負責獸醫師(佐)：黃國倫,聯絡電話：02-26582478,地     址：台北市內湖路一段611號,營業項目：內、外、產科診療
德艾動物醫院,開業執照：北縣獸醫業字第184號,發照日期：2004-12-28,負責獸醫師(佐)：李翰宗,聯絡電話：28085190,地     址：新北市淡水區民生路八號,營業項目：內科、外科、眼科、產科、皮膚科
德克動物醫院,開業執照：高市獸師開字第343號,發照日期：2019-10-03,負責獸醫師(佐)：邱漢洲,聯絡電話：07-2350520,地     址：高雄市新興區復興一路107之6號,營業項目：動物診療、動物住院
德欣動物醫院,開業執照：新北獸醫業字第318號,發照日期：2013-01-29,負責獸醫師(佐)：許俊隆,聯絡電話：2973-8657,地     址：新北市三重區信義街4號,營業項目：內科、外科、皮膚科、心臟內科、產科、骨科
德洲喵樂動物醫院,開業執照：高市獸師開字第414號,發照日期：2025-04-21,負責獸醫師(佐)：蔡旻珊,聯絡電話：07-2231466,地     址：高雄市苓雅區金門街84號,營業項目：動物診療、動物住院
德陽動物醫院,開業執照：投府農畜師開字第18號,發照日期：2000-07-11,負責獸醫師(佐)：蔡奇政,聯絡電話：049-2631322,地     址：南投縣竹山鎮大明路426號,營業項目：動物醫療
德愛動物醫院,開業執照：中市獸醫開字第112003號,發照日期：2023-03-29,負責獸醫師(佐)：游浚德,聯絡電話：04-35035057,地     址：臺中市北屯區昌平路一段95-9號,營業項目：貓及狗之診療
