縣市,名稱,地址,評分,評論數,營業時間,經度,緯度
高雄市,希希貓旅 – 高雄貓旅館 | 貓咪住宿 | 到府安親 | 鳳山純貓住宿推薦 首選優質寵物貓咪寄宿 貓咪狗狗到府安親 寵物動保長照證照 專業寵物長照好評 高CP值專業純貓旅店 寵物保姆,83094台灣高雄市鳳山區鳳甲路329號,5.0,68.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,120.3441024,22.5959176
高雄市,哈基咪Hagimi寵物美容x住宿/左營區寵物美容推薦/高雄寵物美容推薦/狗狗住宿/貓咪住宿,813台灣高雄市左營區至聖路306號,4.9,128.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.3037662,22.6597269
高雄市,Dada寵物客棧(左營店),813台灣高雄市左營區重立路232巷21號,4.7,204.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.3155348,22.6758875
高雄市,轟轟的家寵物美容｜住宿｜安親｜Home+Pet Pet Salon,802台灣高雄市苓雅區中正一路436號,5.0,45.0,星期一: 10:30 – 18:30；星期二: 10:30 – 18:30；星期三: 10:30 – 18:30；星期四: 休息；星期五: 10:30 – 18:30；星期六: 10:30 – 18:30；星期日: 10:30 – 18:30,120.3245425,22.6299864
高雄市,MoMo寵物精品旅店,833台灣高雄市鳥松區美庄路17巷76號,4.9,49.0,星期一: 09:00 – 20:00；星期二: 09:00 – 20:00；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 19:00,120.3951703,22.6450156
高雄市,杉菻行旅 Shanlin Inn,800台灣高雄市新興區新田路172巷25號,4.9,353.0,未提供,120.3017018,22.6225681
高雄市,丹鄰寵物沙龍坊,811台灣高雄市楠梓區樂群路198號,5.0,102.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 09:00 – 17:00,120.2969434,22.7191461
高雄市,狗自在 不關籠/寵物旅館/安親最低價/手吹無烘箱,802台灣高雄市苓雅區凱旋二路61號,4.9,30.0,未提供,120.3236854,22.6241687
高雄市,自遊自宅寵物旅館,813台灣高雄市左營區文學路655號,5.0,38.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.3193315,22.6897553
高雄市,妮蘿毛孩沙龍旅店｜寵物旅館、寵物美容、寵物臨托、寵物玩耍空間,806台灣高雄市前鎮區文林街43號,5.0,41.0,星期一: 10:00 – 18:00；星期二: 休息；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 10:00 – 18:00,120.3048278,22.6094732
高雄市,Luca寵物旅宿,801台灣高雄市前金區成功一路352號,5.0,39.0,星期一: 09:00 – 18:30；星期二: 09:00 – 18:30；星期三: 休息；星期四: 09:00 – 18:30；星期五: 09:00 – 18:30；星期六: 09:00 – 18:30；星期日: 09:00 – 18:30,120.2946437,22.6224076
高雄市,布露熊寵物美容店-苓雅寵物美容|寵物洗澡|狗貓旅館|寵物住宿|寵物旅館|貓狗美容|在地推薦寵物店,802台灣高雄市苓雅區河南路128號,5.0,53.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 休息；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.3257252,22.6270616
高雄市,五吉寵物旅館,831台灣高雄市大寮區永仁街18號1樓,4.8,24.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.4009745,22.6355251
高雄市,GO Pro寵物旅館-住宿美容,807台灣高雄市三民區民族一路782-8號,4.7,139.0,星期一: 09:00 – 20:00；星期二: 09:00 – 20:00；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 20:00,120.3167953,22.6655739
高雄市,Just Love就是愛寵物精品旅館,813023台灣高雄市左營區新庄仔路409號,4.9,115.0,星期一: 09:30 – 19:30；星期二: 09:30 – 19:30；星期三: 09:30 – 19:30；星期四: 09:30 – 19:30；星期五: 09:30 – 19:30；星期六: 09:30 – 19:30；星期日: 09:30 – 19:30,120.3112028,22.6685303
高雄市,窩牛寵物旅館·高雄寵物住宿安親x洗浴美容SPAx鮮食雜貨,804台灣高雄市鼓山區瑞豐街134號,4.6,76.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.2959196,22.6670773
高雄市,愛沐貓旅,"14號, 民生一路新興區高雄市台灣 800",4.8,168.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,120.3121561,22.6285083
高雄市,Fun心寵物美容旅館/前鎮寵物住宿/前鎮寵物美容/寵物住宿/寵物美容,806台灣高雄市前鎮區一心一路216號,5.0,46.0,星期一: 10:30 – 19:30；星期二: 10:30 – 19:30；星期三: 10:30 – 19:30；星期四: 10:30 – 19:30；星期五: 10:30 – 19:30；星期六: 10:30 – 19:30；星期日: 10:30 – 19:30,120.319793,22.6074113
高雄市,毛毛之家寵物旅店/狗貓住宿/寵物住宿/寵物旅館,833台灣高雄市鳥松區松埔路3巷2-15號,5.0,12.0,星期一: 09:00 – 17:00；星期二: 09:00 – 17:00；星期三: 09:00 – 17:00；星期四: 09:00 – 17:00；星期五: 09:00 – 17:00；星期六: 09:00 – 17:00；星期日: 休息,120.3774206,22.6631615
高雄市,日光寵物旅館🐾貓旅🐾純貓住宿🐾鼠兔寄宿,814台灣高雄市仁武區大正路312號,5.0,47.0,"星期一: 11:30 – 15:30, 19:00 – 22:00；星期二: 11:30 – 15:30, 19:00 – 22:00；星期三: 11:30 – 15:30, 19:00 – 22:00；星期四: 11:30 – 15:30, 19:00 – 22:00；星期五: 11:30 – 15:30, 19:00 – 22:00；星期六: 11:30 – 15:30, 19:00 – 22:00；星期日: 11:30 – 15:30, 19:00 – 22:00",120.3391759,22.6741001
高雄市,喵起來住館｜喵起來DÙA ｜住宿/安親/到府/認養,80053台灣高雄市新興區復興二路344號2樓,5.0,41.0,星期一: 13:00 – 22:00；星期二: 13:00 – 22:00；星期三: 13:00 – 22:00；星期四: 13:00 – 22:00；星期五: 13:00 – 22:00；星期六: 13:00 – 22:00；星期日: 13:00 – 22:00,120.308057,22.62662
高雄市,屹仙居寵物生活館鳳山店-寵物美容/造型修剪/寵物安親/住宿/長期寄養/到府保姆,830台灣高雄市鳳山區青年路二段135號1樓,5.0,37.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.3497093,22.63276
高雄市,棉花糖寵物旅館,843台灣高雄市美濃區光明路169號,4.8,84.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.5124005,22.8651355
高雄市,貝貝窩寵物沙龍/狗貓住宿/spa（楠梓）,811台灣高雄市楠梓區大學二十一路237巷6號,4.9,87.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 12:00；星期日: 休息,120.2794279,22.7239467
高雄市,毛毛日常｜寵物·美容·住宿,814034台灣高雄市仁武區八德西路501號,5.0,28.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.3287086,22.6836958
高雄市,熊汪寵物沙龍旅館/高雄寵物美容/高雄寵物住宿/苓雅寵物美容/鳳山寵物美容/三民區寵物美容/高雄貓咪美容/苓雅寵物住宿/高雄貓咪住宿,802台灣高雄市苓雅區正義路150號,5.0,71.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 休息；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.3397148,22.631239
高雄市,森富寵物生活館/高雄合法寵物美容住宿推薦,807台灣高雄市三民區明賢街42號,4.6,81.0,星期一: 09:30 – 19:00；星期二: 休息；星期三: 休息；星期四: 09:30 – 19:00；星期五: 09:30 – 19:00；星期六: 09:30 – 19:00；星期日: 09:30 – 19:00,120.3124443,22.661896
高雄市,貓頭目貓咪旅館/預約制/單純貓咪住宿/,813台灣高雄市左營區重吉路18號,5.0,84.0,未提供,120.298699,22.6749647
高雄市,飛飛寵物旅館24小時照顧/一對一散步(美容/乾糧/生肉/保養品/零食),800台灣高雄市新興區竹圍路6號,4.7,55.0,"星期一: 10:00 – 12:00, 13:00 – 19:00；星期二: 休息；星期三: 休息；星期四: 10:00 – 12:00, 13:00 – 19:00；星期五: 10:00 – 12:00, 13:00 – 19:00；星期六: 10:00 – 12:00, 13:00 – 19:00；星期日: 10:00 – 12:00, 13:00 – 19:00",120.3038195,22.626647
高雄市,高雄小歐精緻旅店 | 寵物民宿 | 近美麗島,800台灣高雄市新興區南台路84號,4.7,158.0,未提供,120.2998906,22.6324566
高雄市,扭扭貓屋🐈🐾-高雄左營│高雄貓咪旅館│高雄貓咪住宿│高雄貓咪美容│左營貓住宿/美容推薦,813台灣高雄市左營區重清路256號,5.0,99.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 休息；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.31283,22.670541
高雄市,多野樂旅館 Dogether Hotel－寵物友善旅館丨寵物美容丨寵物泳池,811台灣高雄市楠梓區興楠路385號,4.5,401.0,未提供,120.3309962,22.7285054
高雄市,旺太郎寵物沙龍,802台灣高雄市苓雅區正義路237號,4.8,176.0,星期一: 09:30 – 19:00；星期二: 09:30 – 19:00；星期三: 09:30 – 19:00；星期四: 09:00 – 19:00；星期五: 09:30 – 19:00；星期六: 09:30 – 19:00；星期日: 09:30 – 19:00,120.3404664,22.6327305
高雄市,My Dog 寵物美容．住宿,807台灣高雄市三民區民族一路525號,4.9,78.0,星期一: 11:00 – 19:00；星期二: 休息；星期三: 11:00 – 19:00；星期四: 11:00 – 19:00；星期五: 11:00 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,120.3162724,22.6655655
高雄市,沐寵物美容＆旅館《寵物沐浴推薦》鼓山專業寵物美容師｜寵物刷牙｜寵物安親 ｜韓國草本泥,804台灣高雄市鼓山區青松街25號,5.0,50.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 休息,120.279892,22.651296
高雄市,BONI寶妮 寵物美容/寵物住宿/寵物保姆/寵物沙龍,830台灣高雄市鳳山區大明路185號,5.0,94.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,120.3415063,22.610489
高雄市,No.136寵物美學精品旅店,804台灣高雄市鼓山區華豐街71號,4.8,72.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 休息；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 休息,120.2948207,22.6671219
高雄市,高雄漫步妘端旅店（寵物友善）,802台灣高雄市苓雅區自強三路5號,4.2,112.0,未提供,120.300266,22.6117288
